URL,Name,Address,Contact,Website,Categories
https://www.places2play.org/place?id=16,Pickleball Courts at Edmonton Pickleball Club--royal Gardens,"4030-117 Street Nw, 119 Street And 40 Avenue, Edmonton, AB T6J 1V9",Ken Hurshowy,http://www.edmontonpickleballc,"Beginners Welcome, Portable Nets, Permanent Nets, Recreational Focused, Drop-In Fee, Public, Free to Play, Club Run Facility, Morning Play, All Day Play, 3.0 Players, Outdoor Courts, 3.5 Players, Challenge Court, Asphalt, Acrylic Surface, Afternoon Play, 4.0 Players, 4.5 Players, 5.0 Players"
https://www.places2play.org/place?id=17,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=18,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=19,Pickleball Courts at The Meadows Community Centre,"2704 17 Street Northwest, Edmonton, AB T6T 2B5",,,"Public, Indoor Courts"
https://www.places2play.org/place?id=20,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=21,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=22,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=23,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=24,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=25,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=26,Pickleball Courts at Moyer Recreation Centre,"54569, Range Rd 215, Josephburg, AB T8L 4B9",,http://www.strathcona.ca/,"Membership Required, Indoor Courts"
https://www.places2play.org/place?id=27,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=28,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=29,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=30,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=31,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=32,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=33,Pickleball Courts at Strathcona Centre,"1150 - 5th  Street Se , Medicine Hat, AB  T1A 8C7",Gordon Masson Or Ed Dick,http://www.medicinehat.ca/seni,"Public, Indoor Courts"
https://www.places2play.org/place?id=34,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=35,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=36,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=37,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=38,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=39,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=40,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=41,Pickleball Courts at Parkland Pickleheads - Henry Singer Sports Park,"130 South Avenue, Spruce Grove, AB",780-968-6939,,"Public, Free to Play, All Day Play, 3.0 Players, Outdoor Courts, 3.5 Players, 2.5 Players, Onix Pure Outdoor, Dura 40, 4.0 Players, Franklin X, 4.5 Players, 5.0 Players"
https://www.places2play.org/place?id=42,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=43,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=44,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=45,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=46,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=47,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=48,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=49,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=50,Pickleball Courts at The Hames Center,"121 John Brady Dr. (Sitka Fine Arts Campus), Sitka, AK 99835",Brant Brantman,http://hamescenter.org,"Public, Indoor Courts, Drop-In Fee"
https://www.places2play.org/place?id=51,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=52,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=53,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=54,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=55,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=56,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=57,Place,,,,
https://www.places2play.org/place?id=58,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=59,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=60,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=61,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=62,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=63,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=64,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=65,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=66,Pickleball Courts at Brahan Spring Recreation Center,"3770 Ivy Ave., Huntsville, AL 35805",Kate Lahti,https://Pickleball-Huntsville.,"Public, Free to Play, Lighted Courts, Indoor Courts, Outdoor Courts"
https://www.places2play.org/place?id=67,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=68,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=69,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=70,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=71,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=72,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=73,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=74,Place,,,,
https://www.places2play.org/place?id=75,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=76,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=77,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=78,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=79,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=80,Pickleball Courts at First Baptist Church Trussville,"128 Chalkville North, Trussville, AL 35173",Kathy Bowman,http://www.fbctrussville.org,"Public, Indoor Courts"
https://www.places2play.org/place?id=81,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=82,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=83,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=84,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=85,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=86,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=87,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=88,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=89,Pickleball Courts at Fort Smith Athletic Club,"5400 S Gary St, Fort Smith, AR 72903",Melissa Kelly,http://www.fsathleticclub.net,"Su, M, T, W, T, F, Sa, Public, Membership Required, Private, Indoor Courts, Outdoor Courts, Permanent Nets, Portable Nets, Morning Play, Evening Play, Drop-In Fee, Free to Play"
https://www.places2play.org/place?id=90,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=91,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=92,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=93,503 Service Temporarily Unavailable,,,,
https://www.places2play.org/place?id=94,503 Service Temporarily Unavailable,,,,
